event,outcome,lookahead_sel,n,wins,rate,n_sel,h1_n,h1_w,h1,h2_n,h2_w,h2,claim,desc
break_same_theme_3,open_then_zt3,False,12,6,0.5000,13,3,2,0.6667,9,4,0.4444,False,"buy t+1 open if not yizi-open, then zt within 3d"
break_same_theme_3,touch3,False,12,7,0.5833,13,3,2,0.6667,9,5,0.5556,False,"buy t+1 open if not yizi-open, 3d high touches limit"
break_same_theme_3,tradable_zt,False,13,13,1.0000,13,3,3,1.0000,10,10,1.0000,False,"next-day tradable zt (old ceiling, baseline only)"
break_same_theme_3,hold_3d,False,13,7,0.5385,13,3,2,0.6667,10,5,0.5000,False,"buy t close, t+3 close > t close"
break_same_theme_3,open_3d,False,12,6,0.5000,13,3,2,0.6667,9,4,0.4444,False,"buy t+1 open if not yizi-open, t+3 close > open"
break_same_theme_3,maxclose3,False,13,7,0.5385,13,3,2,0.6667,10,5,0.5000,False,"buy t close, max(t+1..t+3 close) > t close"
break_mid23,zt_3d,False,806,314,0.3896,806,384,150,0.3906,422,164,0.3886,False,"in zt_pool t+1/t+2/t+3 (membership, not a fill)"
break_mid23,hold_then_zt3,False,806,314,0.3896,806,384,150,0.3906,422,164,0.3886,False,"non-yizi t AND zt_3d (entry at t, membership win)"
break_mid23,cons_not_lose,False,806,258,0.3201,806,384,121,0.3151,422,137,0.3246,False,zt_next OR (zha and change_rate>0); absent=loss
break_mid23,print_not_lose,False,287,258,0.8990,806,137,121,0.8832,150,137,0.9133,False,among zt-or-zha prints only: not lose vs t close
break_mid23,hold_close,False,805,401,0.4981,806,383,176,0.4595,422,225,0.5332,False,"buy t close, t+1 close > t close (needs bar)"
break_mid23,hold_not_lose,False,805,408,0.5068,806,383,179,0.4674,422,229,0.5427,False,"buy t close, t+1 close >= t close"
break_mid23,hold_touch3,False,805,389,0.4832,806,383,179,0.4674,422,210,0.4976,False,"buy t close, any of t+1..t+3 high touches limit"
break_mid23,open_follow,False,775,357,0.4606,806,367,146,0.3978,408,211,0.5172,False,"buy t+1 open if not yizi-open, t+1 close > open"
break_mid23,open_follow_flat,False,775,393,0.5071,806,367,168,0.4578,408,225,0.5515,False,"buy t+1 open if not yizi-open, close >= open"
break_mid23,open_then_zt3,False,775,284,0.3665,806,367,134,0.3651,408,150,0.3676,False,"buy t+1 open if not yizi-open, then zt within 3d"
break_mid23,touch3,False,775,361,0.4658,806,367,164,0.4469,408,197,0.4828,False,"buy t+1 open if not yizi-open, 3d high touches limit"
break_mid23,tradable_zt,False,806,806,1.0000,806,384,384,1.0000,422,422,1.0000,True,"next-day tradable zt (old ceiling, baseline only)"
break_mid23,hold_3d,False,802,373,0.4651,806,381,161,0.4226,421,212,0.5036,False,"buy t close, t+3 close > t close"
break_mid23,open_3d,False,773,355,0.4592,806,366,153,0.4180,407,202,0.4963,False,"buy t+1 open if not yizi-open, t+3 close > open"
break_mid23,maxclose3,False,805,516,0.6410,806,383,230,0.6005,422,286,0.6777,False,"buy t close, max(t+1..t+3 close) > t close"
break_new_high_non_yizi,zt_3d,False,123,64,0.5203,123,44,21,0.4773,79,43,0.5443,False,"in zt_pool t+1/t+2/t+3 (membership, not a fill)"
break_new_high_non_yizi,hold_then_zt3,False,123,64,0.5203,123,44,21,0.4773,79,43,0.5443,False,"non-yizi t AND zt_3d (entry at t, membership win)"
break_new_high_non_yizi,cons_not_lose,False,123,52,0.4228,123,44,17,0.3864,79,35,0.4430,False,zt_next OR (zha and change_rate>0); absent=loss
break_new_high_non_yizi,print_not_lose,False,56,52,0.9286,123,18,17,0.9444,38,35,0.9211,True,among zt-or-zha prints only: not lose vs t close
break_new_high_non_yizi,hold_close,False,123,73,0.5935,123,44,22,0.5000,79,51,0.6456,False,"buy t close, t+1 close > t close (needs bar)"
break_new_high_non_yizi,hold_not_lose,False,123,75,0.6098,123,44,23,0.5227,79,52,0.6582,False,"buy t close, t+1 close >= t close"
break_new_high_non_yizi,hold_touch3,False,123,71,0.5772,123,44,22,0.5000,79,49,0.6203,False,"buy t close, any of t+1..t+3 high touches limit"
break_new_high_non_yizi,open_follow,False,117,58,0.4957,123,43,21,0.4884,74,37,0.5000,False,"buy t+1 open if not yizi-open, t+1 close > open"
break_new_high_non_yizi,open_follow_flat,False,117,69,0.5897,123,43,25,0.5814,74,44,0.5946,False,"buy t+1 open if not yizi-open, close >= open"
break_new_high_non_yizi,open_then_zt3,False,117,58,0.4957,123,43,20,0.4651,74,38,0.5135,False,"buy t+1 open if not yizi-open, then zt within 3d"
break_new_high_non_yizi,touch3,False,117,65,0.5556,123,43,21,0.4884,74,44,0.5946,False,"buy t+1 open if not yizi-open, 3d high touches limit"
break_new_high_non_yizi,tradable_zt,False,123,123,1.0000,123,44,44,1.0000,79,79,1.0000,True,"next-day tradable zt (old ceiling, baseline only)"
break_new_high_non_yizi,hold_3d,False,122,59,0.4836,123,44,19,0.4318,78,40,0.5128,False,"buy t close, t+3 close > t close"
break_new_high_non_yizi,open_3d,False,116,59,0.5086,123,43,23,0.5349,73,36,0.4932,False,"buy t+1 open if not yizi-open, t+3 close > open"
break_new_high_non_yizi,maxclose3,False,123,86,0.6992,123,44,28,0.6364,79,58,0.7342,False,"buy t close, max(t+1..t+3 close) > t close"
break_theme_alive_mid23,zt_3d,False,476,181,0.3803,476,159,61,0.3836,317,120,0.3785,False,"in zt_pool t+1/t+2/t+3 (membership, not a fill)"
break_theme_alive_mid23,hold_then_zt3,False,476,181,0.3803,476,159,61,0.3836,317,120,0.3785,False,"non-yizi t AND zt_3d (entry at t, membership win)"
break_theme_alive_mid23,cons_not_lose,False,476,154,0.3235,476,159,52,0.3270,317,102,0.3218,False,zt_next OR (zha and change_rate>0); absent=loss
break_theme_alive_mid23,print_not_lose,False,170,154,0.9059,476,57,52,0.9123,113,102,0.9027,True,among zt-or-zha prints only: not lose vs t close
break_theme_alive_mid23,hold_close,False,475,245,0.5158,476,158,79,0.5000,317,166,0.5237,False,"buy t close, t+1 close > t close (needs bar)"
break_theme_alive_mid23,hold_not_lose,False,475,249,0.5242,476,158,79,0.5000,317,170,0.5363,False,"buy t close, t+1 close >= t close"
break_theme_alive_mid23,hold_touch3,False,475,230,0.4842,476,158,75,0.4747,317,155,0.4890,False,"buy t close, any of t+1..t+3 high touches limit"
break_theme_alive_mid23,open_follow,False,461,221,0.4794,476,153,66,0.4314,308,155,0.5032,False,"buy t+1 open if not yizi-open, t+1 close > open"
break_theme_alive_mid23,open_follow_flat,False,461,244,0.5293,476,153,77,0.5033,308,167,0.5422,False,"buy t+1 open if not yizi-open, close >= open"
break_theme_alive_mid23,open_then_zt3,False,461,167,0.3623,476,153,56,0.3660,308,111,0.3604,False,"buy t+1 open if not yizi-open, then zt within 3d"
break_theme_alive_mid23,touch3,False,461,216,0.4685,476,153,70,0.4575,308,146,0.4740,False,"buy t+1 open if not yizi-open, 3d high touches limit"
break_theme_alive_mid23,tradable_zt,False,476,476,1.0000,476,159,159,1.0000,317,317,1.0000,True,"next-day tradable zt (old ceiling, baseline only)"
break_theme_alive_mid23,hold_3d,False,474,237,0.5000,476,158,78,0.4937,316,159,0.5032,False,"buy t close, t+3 close > t close"
break_theme_alive_mid23,open_3d,False,460,226,0.4913,476,153,75,0.4902,307,151,0.4919,False,"buy t+1 open if not yizi-open, t+3 close > open"
break_theme_alive_mid23,maxclose3,False,475,314,0.6611,476,158,102,0.6456,317,212,0.6688,False,"buy t close, max(t+1..t+3 close) > t close"
break_theme_alive_same_mid23,zt_3d,False,76,26,0.3421,76,24,8,0.3333,52,18,0.3462,False,"in zt_pool t+1/t+2/t+3 (membership, not a fill)"
break_theme_alive_same_mid23,hold_then_zt3,False,76,26,0.3421,76,24,8,0.3333,52,18,0.3462,False,"non-yizi t AND zt_3d (entry at t, membership win)"
break_theme_alive_same_mid23,cons_not_lose,False,76,21,0.2763,76,24,6,0.2500,52,15,0.2885,False,zt_next OR (zha and change_rate>0); absent=loss
break_theme_alive_same_mid23,print_not_lose,False,23,21,0.9130,76,6,6,1.0000,17,15,0.8824,False,among zt-or-zha prints only: not lose vs t close
break_theme_alive_same_mid23,hold_close,False,76,34,0.4474,76,24,10,0.4167,52,24,0.4615,False,"buy t close, t+1 close > t close (needs bar)"
break_theme_alive_same_mid23,hold_not_lose,False,76,34,0.4474,76,24,10,0.4167,52,24,0.4615,False,"buy t close, t+1 close >= t close"
break_theme_alive_same_mid23,hold_touch3,False,76,29,0.3816,76,24,9,0.3750,52,20,0.3846,False,"buy t close, any of t+1..t+3 high touches limit"
break_theme_alive_same_mid23,open_follow,False,73,33,0.4521,76,24,9,0.3750,49,24,0.4898,False,"buy t+1 open if not yizi-open, t+1 close > open"
break_theme_alive_same_mid23,open_follow_flat,False,73,38,0.5205,76,24,11,0.4583,49,27,0.5510,False,"buy t+1 open if not yizi-open, close >= open"
break_theme_alive_same_mid23,open_then_zt3,False,73,23,0.3151,76,24,8,0.3333,49,15,0.3061,False,"buy t+1 open if not yizi-open, then zt within 3d"
break_theme_alive_same_mid23,touch3,False,73,26,0.3562,76,24,9,0.3750,49,17,0.3469,False,"buy t+1 open if not yizi-open, 3d high touches limit"
break_theme_alive_same_mid23,tradable_zt,False,76,76,1.0000,76,24,24,1.0000,52,52,1.0000,True,"next-day tradable zt (old ceiling, baseline only)"
break_theme_alive_same_mid23,hold_3d,False,76,34,0.4474,76,24,11,0.4583,52,23,0.4423,False,"buy t close, t+3 close > t close"
break_theme_alive_same_mid23,open_3d,False,73,32,0.4384,76,24,10,0.4167,49,22,0.4490,False,"buy t+1 open if not yizi-open, t+3 close > open"
break_theme_alive_same_mid23,maxclose3,False,76,45,0.5921,76,24,15,0.6250,52,30,0.5769,False,"buy t close, max(t+1..t+3 close) > t close"
intact_mid23,zt_3d,False,1105,435,0.3937,1105,563,242,0.4298,542,193,0.3561,False,"in zt_pool t+1/t+2/t+3 (membership, not a fill)"
intact_mid23,hold_then_zt3,False,1105,435,0.3937,1105,563,242,0.4298,542,193,0.3561,False,"non-yizi t AND zt_3d (entry at t, membership win)"
intact_mid23,cons_not_lose,False,1105,387,0.3502,1105,563,223,0.3961,542,164,0.3026,False,zt_next OR (zha and change_rate>0); absent=loss
intact_mid23,print_not_lose,False,421,387,0.9192,1105,242,223,0.9215,179,164,0.9162,True,among zt-or-zha prints only: not lose vs t close
intact_mid23,hold_close,False,1101,617,0.5604,1105,562,312,0.5552,539,305,0.5659,False,"buy t close, t+1 close > t close (needs bar)"
intact_mid23,hold_not_lose,False,1101,627,0.5695,1105,562,313,0.5569,539,314,0.5826,False,"buy t close, t+1 close >= t close"
intact_mid23,hold_touch3,False,1103,538,0.4878,1105,562,288,0.5125,541,250,0.4621,False,"buy t close, any of t+1..t+3 high touches limit"
intact_mid23,open_follow,False,1067,512,0.4799,1105,535,266,0.4972,532,246,0.4624,False,"buy t+1 open if not yizi-open, t+1 close > open"
intact_mid23,open_follow_flat,False,1067,562,0.5267,1105,535,294,0.5495,532,268,0.5038,False,"buy t+1 open if not yizi-open, close >= open"
intact_mid23,open_then_zt3,False,1067,401,0.3758,1105,535,215,0.4019,532,186,0.3496,False,"buy t+1 open if not yizi-open, then zt within 3d"
intact_mid23,touch3,False,1067,506,0.4742,1105,535,263,0.4916,532,243,0.4568,False,"buy t+1 open if not yizi-open, 3d high touches limit"
intact_mid23,tradable_zt,False,1105,1105,1.0000,1105,563,563,1.0000,542,542,1.0000,True,"next-day tradable zt (old ceiling, baseline only)"
intact_mid23,hold_3d,False,1079,520,0.4819,1105,559,252,0.4508,520,268,0.5154,False,"buy t close, t+3 close > t close"
intact_mid23,open_3d,False,1044,470,0.4502,1105,532,220,0.4135,512,250,0.4883,False,"buy t+1 open if not yizi-open, t+3 close > open"
intact_mid23,maxclose3,False,1103,747,0.6772,1105,562,372,0.6619,541,375,0.6932,False,"buy t close, max(t+1..t+3 close) > t close"
intact_sub_high,zt_3d,False,64,29,0.4531,64,28,12,0.4286,36,17,0.4722,False,"in zt_pool t+1/t+2/t+3 (membership, not a fill)"
intact_sub_high,hold_then_zt3,False,64,29,0.4531,64,28,12,0.4286,36,17,0.4722,False,"non-yizi t AND zt_3d (entry at t, membership win)"
intact_sub_high,cons_not_lose,False,64,23,0.3594,64,28,11,0.3929,36,12,0.3333,False,zt_next OR (zha and change_rate>0); absent=loss
intact_sub_high,print_not_lose,False,27,23,0.8519,64,14,11,0.7857,13,12,0.9231,False,among zt-or-zha prints only: not lose vs t close
intact_sub_high,hold_close,False,64,33,0.5156,64,28,13,0.4643,36,20,0.5556,False,"buy t close, t+1 close > t close (needs bar)"
intact_sub_high,hold_not_lose,False,64,34,0.5312,64,28,13,0.4643,36,21,0.5833,False,"buy t close, t+1 close >= t close"
intact_sub_high,hold_touch3,False,64,37,0.5781,64,28,17,0.6071,36,20,0.5556,False,"buy t close, any of t+1..t+3 high touches limit"
intact_sub_high,open_follow,False,62,36,0.5806,64,26,16,0.6154,36,20,0.5556,False,"buy t+1 open if not yizi-open, t+1 close > open"
intact_sub_high,open_follow_flat,False,62,38,0.6129,64,26,16,0.6154,36,22,0.6111,False,"buy t+1 open if not yizi-open, close >= open"
intact_sub_high,open_then_zt3,False,62,27,0.4355,64,26,10,0.3846,36,17,0.4722,False,"buy t+1 open if not yizi-open, then zt within 3d"
intact_sub_high,touch3,False,62,36,0.5806,64,26,16,0.6154,36,20,0.5556,False,"buy t+1 open if not yizi-open, 3d high touches limit"
intact_sub_high,tradable_zt,False,64,64,1.0000,64,28,28,1.0000,36,36,1.0000,True,"next-day tradable zt (old ceiling, baseline only)"
intact_sub_high,hold_3d,False,64,29,0.4531,64,28,10,0.3571,36,19,0.5278,False,"buy t close, t+3 close > t close"
intact_sub_high,open_3d,False,62,29,0.4677,64,26,10,0.3846,36,19,0.5278,False,"buy t+1 open if not yizi-open, t+3 close > open"
intact_sub_high,maxclose3,False,64,42,0.6562,64,28,17,0.6071,36,25,0.6944,False,"buy t close, max(t+1..t+3 close) > t close"
intact_new_high,zt_3d,False,102,50,0.4902,102,45,20,0.4444,57,30,0.5263,False,"in zt_pool t+1/t+2/t+3 (membership, not a fill)"
intact_new_high,hold_then_zt3,False,102,50,0.4902,102,45,20,0.4444,57,30,0.5263,False,"non-yizi t AND zt_3d (entry at t, membership win)"
intact_new_high,cons_not_lose,False,102,47,0.4608,102,45,19,0.4222,57,28,0.4912,False,zt_next OR (zha and change_rate>0); absent=loss
intact_new_high,print_not_lose,False,56,47,0.8393,102,22,19,0.8636,34,28,0.8235,False,among zt-or-zha prints only: not lose vs t close
intact_new_high,hold_close,False,100,56,0.5600,102,43,21,0.4884,57,35,0.6140,False,"buy t close, t+1 close > t close (needs bar)"
intact_new_high,hold_not_lose,False,100,57,0.5700,102,43,22,0.5116,57,35,0.6140,False,"buy t close, t+1 close >= t close"
intact_new_high,hold_touch3,False,100,65,0.6500,102,43,28,0.6512,57,37,0.6491,False,"buy t close, any of t+1..t+3 high touches limit"
intact_new_high,open_follow,False,97,45,0.4639,102,41,18,0.4390,56,27,0.4821,False,"buy t+1 open if not yizi-open, t+1 close > open"
intact_new_high,open_follow_flat,False,97,55,0.5670,102,41,23,0.5610,56,32,0.5714,False,"buy t+1 open if not yizi-open, close >= open"
intact_new_high,open_then_zt3,False,97,47,0.4845,102,41,18,0.4390,56,29,0.5179,False,"buy t+1 open if not yizi-open, then zt within 3d"
intact_new_high,touch3,False,97,62,0.6392,102,41,26,0.6341,56,36,0.6429,False,"buy t+1 open if not yizi-open, 3d high touches limit"
intact_new_high,tradable_zt,False,102,102,1.0000,102,45,45,1.0000,57,57,1.0000,True,"next-day tradable zt (old ceiling, baseline only)"
intact_new_high,hold_3d,False,97,51,0.5258,102,42,22,0.5238,55,29,0.5273,False,"buy t close, t+3 close > t close"
intact_new_high,open_3d,False,94,40,0.4255,102,40,19,0.4750,54,21,0.3889,False,"buy t+1 open if not yizi-open, t+3 close > open"
intact_new_high,maxclose3,False,100,68,0.6800,102,43,27,0.6279,57,41,0.7193,False,"buy t close, max(t+1..t+3 close) > t close"
drop_mid23,zt_3d,False,509,213,0.4185,509,232,98,0.4224,277,115,0.4152,False,"in zt_pool t+1/t+2/t+3 (membership, not a fill)"
drop_mid23,hold_then_zt3,False,509,213,0.4185,509,232,98,0.4224,277,115,0.4152,False,"non-yizi t AND zt_3d (entry at t, membership win)"
drop_mid23,cons_not_lose,False,509,176,0.3458,509,232,86,0.3707,277,90,0.3249,False,zt_next OR (zha and change_rate>0); absent=loss
drop_mid23,print_not_lose,False,195,176,0.9026,509,94,86,0.9149,101,90,0.8911,False,among zt-or-zha prints only: not lose vs t close
drop_mid23,hold_close,False,508,262,0.5157,509,231,119,0.5152,277,143,0.5162,False,"buy t close, t+1 close > t close (needs bar)"
drop_mid23,hold_not_lose,False,508,264,0.5197,509,231,120,0.5195,277,144,0.5199,False,"buy t close, t+1 close >= t close"
drop_mid23,hold_touch3,False,508,257,0.5059,509,231,113,0.4892,277,144,0.5199,False,"buy t close, any of t+1..t+3 high touches limit"
drop_mid23,open_follow,False,487,229,0.4702,509,220,99,0.4500,267,130,0.4869,False,"buy t+1 open if not yizi-open, t+1 close > open"
drop_mid23,open_follow_flat,False,487,255,0.5236,509,220,115,0.5227,267,140,0.5243,False,"buy t+1 open if not yizi-open, close >= open"
drop_mid23,open_then_zt3,False,487,192,0.3943,509,220,87,0.3955,267,105,0.3933,False,"buy t+1 open if not yizi-open, then zt within 3d"
drop_mid23,touch3,False,487,237,0.4867,509,220,102,0.4636,267,135,0.5056,False,"buy t+1 open if not yizi-open, 3d high touches limit"
drop_mid23,tradable_zt,False,509,509,1.0000,509,232,232,1.0000,277,277,1.0000,True,"next-day tradable zt (old ceiling, baseline only)"
drop_mid23,hold_3d,False,507,250,0.4931,509,230,104,0.4522,277,146,0.5271,False,"buy t close, t+3 close > t close"
drop_mid23,open_3d,False,487,238,0.4887,509,220,100,0.4545,267,138,0.5169,False,"buy t+1 open if not yizi-open, t+3 close > open"
drop_mid23,maxclose3,False,508,335,0.6594,509,231,147,0.6364,277,188,0.6787,False,"buy t close, max(t+1..t+3 close) > t close"
drop_same_theme_mid23,zt_3d,False,51,18,0.3529,51,15,5,0.3333,36,13,0.3611,False,"in zt_pool t+1/t+2/t+3 (membership, not a fill)"
drop_same_theme_mid23,hold_then_zt3,False,51,18,0.3529,51,15,5,0.3333,36,13,0.3611,False,"non-yizi t AND zt_3d (entry at t, membership win)"
drop_same_theme_mid23,cons_not_lose,False,51,16,0.3137,51,15,5,0.3333,36,11,0.3056,False,zt_next OR (zha and change_rate>0); absent=loss
drop_same_theme_mid23,print_not_lose,False,18,16,0.8889,51,5,5,1.0000,13,11,0.8462,False,among zt-or-zha prints only: not lose vs t close
drop_same_theme_mid23,hold_close,False,51,25,0.4902,51,15,8,0.5333,36,17,0.4722,False,"buy t close, t+1 close > t close (needs bar)"
drop_same_theme_mid23,hold_not_lose,False,51,25,0.4902,51,15,8,0.5333,36,17,0.4722,False,"buy t close, t+1 close >= t close"
drop_same_theme_mid23,hold_touch3,False,51,19,0.3725,51,15,5,0.3333,36,14,0.3889,False,"buy t close, any of t+1..t+3 high touches limit"
drop_same_theme_mid23,open_follow,False,48,23,0.4792,51,15,8,0.5333,33,15,0.4545,False,"buy t+1 open if not yizi-open, t+1 close > open"
drop_same_theme_mid23,open_follow_flat,False,48,27,0.5625,51,15,10,0.6667,33,17,0.5152,False,"buy t+1 open if not yizi-open, close >= open"
drop_same_theme_mid23,open_then_zt3,False,48,15,0.3125,51,15,5,0.3333,33,10,0.3030,False,"buy t+1 open if not yizi-open, then zt within 3d"
drop_same_theme_mid23,touch3,False,48,16,0.3333,51,15,5,0.3333,33,11,0.3333,False,"buy t+1 open if not yizi-open, 3d high touches limit"
drop_same_theme_mid23,tradable_zt,False,51,51,1.0000,51,15,15,1.0000,36,36,1.0000,True,"next-day tradable zt (old ceiling, baseline only)"
drop_same_theme_mid23,hold_3d,False,51,21,0.4118,51,15,5,0.3333,36,16,0.4444,False,"buy t close, t+3 close > t close"
drop_same_theme_mid23,open_3d,False,48,19,0.3958,51,15,5,0.3333,33,14,0.4242,False,"buy t+1 open if not yizi-open, t+3 close > open"
drop_same_theme_mid23,maxclose3,False,51,31,0.6078,51,15,9,0.6000,36,22,0.6111,False,"buy t close, max(t+1..t+3 close) > t close"
drop_theme_alive_mid23,zt_3d,False,315,127,0.4032,315,117,47,0.4017,198,80,0.4040,False,"in zt_pool t+1/t+2/t+3 (membership, not a fill)"
drop_theme_alive_mid23,hold_then_zt3,False,315,127,0.4032,315,117,47,0.4017,198,80,0.4040,False,"non-yizi t AND zt_3d (entry at t, membership win)"
drop_theme_alive_mid23,cons_not_lose,False,315,106,0.3365,315,117,43,0.3675,198,63,0.3182,False,zt_next OR (zha and change_rate>0); absent=loss
drop_theme_alive_mid23,print_not_lose,False,119,106,0.8908,315,47,43,0.9149,72,63,0.8750,False,among zt-or-zha prints only: not lose vs t close
drop_theme_alive_mid23,hold_close,False,314,165,0.5255,315,116,62,0.5345,198,103,0.5202,False,"buy t close, t+1 close > t close (needs bar)"
drop_theme_alive_mid23,hold_not_lose,False,314,166,0.5287,315,116,62,0.5345,198,104,0.5253,False,"buy t close, t+1 close >= t close"
drop_theme_alive_mid23,hold_touch3,False,314,156,0.4968,315,116,55,0.4741,198,101,0.5101,False,"buy t close, any of t+1..t+3 high touches limit"
drop_theme_alive_mid23,open_follow,False,302,141,0.4669,315,111,50,0.4505,191,91,0.4764,False,"buy t+1 open if not yizi-open, t+1 close > open"
drop_theme_alive_mid23,open_follow_flat,False,302,159,0.5265,315,111,60,0.5405,191,99,0.5183,False,"buy t+1 open if not yizi-open, close >= open"
drop_theme_alive_mid23,open_then_zt3,False,302,115,0.3808,315,111,42,0.3784,191,73,0.3822,False,"buy t+1 open if not yizi-open, then zt within 3d"
drop_theme_alive_mid23,touch3,False,302,144,0.4768,315,111,50,0.4505,191,94,0.4921,False,"buy t+1 open if not yizi-open, 3d high touches limit"
drop_theme_alive_mid23,tradable_zt,False,315,315,1.0000,315,117,117,1.0000,198,198,1.0000,True,"next-day tradable zt (old ceiling, baseline only)"
drop_theme_alive_mid23,hold_3d,False,314,163,0.5191,315,116,55,0.4741,198,108,0.5455,False,"buy t close, t+3 close > t close"
drop_theme_alive_mid23,open_3d,False,302,154,0.5099,315,111,52,0.4685,191,102,0.5340,False,"buy t+1 open if not yizi-open, t+3 close > open"
drop_theme_alive_mid23,maxclose3,False,314,207,0.6592,315,116,73,0.6293,198,134,0.6768,False,"buy t close, max(t+1..t+3 close) > t close"
intact_theme_alive_mid23,zt_3d,False,917,363,0.3959,917,466,195,0.4185,451,168,0.3725,False,"in zt_pool t+1/t+2/t+3 (membership, not a fill)"
intact_theme_alive_mid23,hold_then_zt3,False,917,363,0.3959,917,466,195,0.4185,451,168,0.3725,False,"non-yizi t AND zt_3d (entry at t, membership win)"
intact_theme_alive_mid23,cons_not_lose,False,917,323,0.3522,917,466,189,0.4056,451,134,0.2971,False,zt_next OR (zha and change_rate>0); absent=loss
intact_theme_alive_mid23,print_not_lose,False,352,323,0.9176,917,205,189,0.9220,147,134,0.9116,True,among zt-or-zha prints only: not lose vs t close
intact_theme_alive_mid23,hold_close,False,915,516,0.5639,917,465,262,0.5634,450,254,0.5644,False,"buy t close, t+1 close > t close (needs bar)"
intact_theme_alive_mid23,hold_not_lose,False,915,523,0.5716,917,465,263,0.5656,450,260,0.5778,False,"buy t close, t+1 close >= t close"
intact_theme_alive_mid23,hold_touch3,False,916,447,0.4880,917,465,236,0.5075,451,211,0.4678,False,"buy t close, any of t+1..t+3 high touches limit"
intact_theme_alive_mid23,open_follow,False,885,423,0.4780,917,441,214,0.4853,444,209,0.4707,False,"buy t+1 open if not yizi-open, t+1 close > open"
intact_theme_alive_mid23,open_follow_flat,False,885,466,0.5266,917,441,239,0.5420,444,227,0.5113,False,"buy t+1 open if not yizi-open, close >= open"
intact_theme_alive_mid23,open_then_zt3,False,885,333,0.3763,917,441,171,0.3878,444,162,0.3649,False,"buy t+1 open if not yizi-open, then zt within 3d"
intact_theme_alive_mid23,touch3,False,885,419,0.4734,917,441,214,0.4853,444,205,0.4617,False,"buy t+1 open if not yizi-open, 3d high touches limit"
intact_theme_alive_mid23,tradable_zt,False,917,917,1.0000,917,466,466,1.0000,451,451,1.0000,True,"next-day tradable zt (old ceiling, baseline only)"
intact_theme_alive_mid23,hold_3d,False,897,433,0.4827,917,462,206,0.4459,435,227,0.5218,False,"buy t close, t+3 close > t close"
intact_theme_alive_mid23,open_3d,False,867,392,0.4521,917,438,177,0.4041,429,215,0.5012,False,"buy t+1 open if not yizi-open, t+3 close > open"
intact_theme_alive_mid23,maxclose3,False,916,624,0.6812,917,465,310,0.6667,451,314,0.6962,False,"buy t close, max(t+1..t+3 close) > t close"
theme_n_ge3_mid23,zt_3d,False,1321,524,0.3967,1321,646,263,0.4071,675,261,0.3867,False,"in zt_pool t+1/t+2/t+3 (membership, not a fill)"
theme_n_ge3_mid23,hold_then_zt3,False,1321,524,0.3967,1321,646,263,0.4071,675,261,0.3867,False,"non-yizi t AND zt_3d (entry at t, membership win)"
theme_n_ge3_mid23,cons_not_lose,False,1321,444,0.3361,1321,646,241,0.3731,675,203,0.3007,False,zt_next OR (zha and change_rate>0); absent=loss
theme_n_ge3_mid23,print_not_lose,False,488,444,0.9098,1321,264,241,0.9129,224,203,0.9062,True,among zt-or-zha prints only: not lose vs t close
theme_n_ge3_mid23,hold_close,False,1319,724,0.5489,1321,644,345,0.5357,675,379,0.5615,False,"buy t close, t+1 close > t close (needs bar)"
theme_n_ge3_mid23,hold_not_lose,False,1319,738,0.5595,1321,644,349,0.5419,675,389,0.5763,False,"buy t close, t+1 close >= t close"
theme_n_ge3_mid23,hold_touch3,False,1319,636,0.4822,1321,644,310,0.4814,675,326,0.4830,False,"buy t close, any of t+1..t+3 high touches limit"
theme_n_ge3_mid23,open_follow,False,1266,586,0.4629,1321,609,269,0.4417,657,317,0.4825,False,"buy t+1 open if not yizi-open, t+1 close > open"
theme_n_ge3_mid23,open_follow_flat,False,1266,651,0.5142,1321,609,308,0.5057,657,343,0.5221,False,"buy t+1 open if not yizi-open, close >= open"
theme_n_ge3_mid23,open_then_zt3,False,1266,471,0.3720,1321,609,228,0.3744,657,243,0.3699,False,"buy t+1 open if not yizi-open, then zt within 3d"
theme_n_ge3_mid23,touch3,False,1266,587,0.4637,1321,609,278,0.4565,657,309,0.4703,False,"buy t+1 open if not yizi-open, 3d high touches limit"
theme_n_ge3_mid23,tradable_zt,False,1321,1321,1.0000,1321,646,646,1.0000,675,675,1.0000,True,"next-day tradable zt (old ceiling, baseline only)"
theme_n_ge3_mid23,hold_3d,False,1299,634,0.4881,1321,639,282,0.4413,660,352,0.5333,False,"buy t close, t+3 close > t close"
theme_n_ge3_mid23,open_3d,False,1248,570,0.4567,1321,605,243,0.4017,643,327,0.5086,False,"buy t+1 open if not yizi-open, t+3 close > open"
theme_n_ge3_mid23,maxclose3,False,1319,894,0.6778,1321,644,422,0.6553,675,472,0.6993,False,"buy t close, max(t+1..t+3 close) > t close"
theme_n_ge4_mid23,zt_3d,False,1129,448,0.3968,1129,535,213,0.3981,594,235,0.3956,False,"in zt_pool t+1/t+2/t+3 (membership, not a fill)"
theme_n_ge4_mid23,hold_then_zt3,False,1129,448,0.3968,1129,535,213,0.3981,594,235,0.3956,False,"non-yizi t AND zt_3d (entry at t, membership win)"
theme_n_ge4_mid23,cons_not_lose,False,1129,381,0.3375,1129,535,193,0.3607,594,188,0.3165,False,zt_next OR (zha and change_rate>0); absent=loss
